,10MI,2|AUC-0.5|,AUC,MI,U1,avai,feature,i,miss,n_neg,n_pos,p,tl,p_corr,reject
13,0.003289728762492228,0.01960040247438466,0.49019979876280767,0.0003289728762492228,37036860.5,0.5281600931251712,body_weight,3.0,0.4718399068748288,28171.0,2682.0,0.09287407966644384,1.0,0.1217213316840514,False
14,0.012003292347255723,0.050567295395033685,0.47471635230248316,0.0012003292347255723,25188706.0,0.45311216105176666,body_length,3.0,0.5468878389482333,24284.0,2185.0,8.701478024197593e-05,1.0,0.00018357996319343702,True
15,0.011170354268839056,0.06764618725412808,0.533823093627064,0.0011170354268839056,137356943.5,1.0,number_of_previous_admissions,3.0,0.0,53617.0,4799.0,6.558238948781833e-20,1.0,6.303196322995872e-19,True
16,0.02224811248540126,0.1296762370563529,0.5648381185281764,0.002224811248540126,145337357.0,1.0,hospitalization_time,3.0,0.0,53617.0,4799.0,2.869225723494359e-50,1.0,4.51250954695022e-49,True
17,0.0,0.015348202391373134,0.5076741011956866,0.0,130628599.0,1.0,number_of_surgeries,3.0,0.0,53617.0,4799.0,3.5228413640234493e-05,1.0,7.813481486872522e-05,True
18,0.013818400051268664,0.032022072941281454,0.5160110364706407,0.0013818400051268664,132773759.0,1.0,number_of_previous_surgeries,3.0,0.0,53617.0,4799.0,1.330808157773079e-06,1.0,3.5973408014803544e-06,True
19,0.02800139635000143,0.07318751122399236,0.4634062443880038,0.002800139635000143,6773667.0,0.24168036154478226,op_n_class_p0.1,3.0,0.7583196384552178,12993.0,1125.0,1.5370383621759712e-07,1.0,4.506909095871916e-07,True
20,0.027978548951532733,0.06883371388012349,0.46558314305993825,0.0027978548951532733,6805487.0,0.24168036154478226,op_n_class_p0.5,3.0,0.7583196384552178,12993.0,1125.0,7.601953193666563e-07,1.0,2.0875204801655802e-06,True
21,0.028910702378801556,0.06565908138570342,0.4671704593071483,0.0028910702378801556,6828689.0,0.24168036154478226,op_n_class_p0.9,3.0,0.7583196384552178,12993.0,1125.0,2.1983815320212803e-06,1.0,5.851077000610485e-06,True
22,0.07674646080907843,0.17798902590214505,0.5889945129510725,0.007674646080907843,46944387.0,0.5236407833470282,asa_status_p0.1,3.0,0.47635921665297176,27713.0,2876.0,2.2328247404896464e-66,1.0,4.828483501308861e-65,True
23,0.057512748038055506,0.1786937959906647,0.5893468979953324,0.0057512748038055506,46972473.0,0.5236407833470282,asa_status_p0.5,3.0,0.47635921665297176,27713.0,2876.0,6.878215027567472e-67,1.0,1.6999017139559609e-65,True
24,0.05388798122643035,0.17906030855610355,0.5895301542780518,0.005388798122643035,46987079.0,0.5236407833470282,asa_status_p0.9,3.0,0.47635921665297176,27713.0,2876.0,4.048268364544071e-67,1.0,1.1672507117768739e-65,True
25,0.028052014164356986,0.17805332047375177,0.4109733397631241,0.0028052014164356986,2178293.5,0.13410709394686388,metabolic_equivalents_p0.1,3.0,0.8658929060531362,7086.0,748.0,2.7142287578508325e-16,1.0,2.1343707959463367e-15,True
26,0.010889265834115314,0.17810388338231142,0.4109480583088443,0.0010889265834115314,2178159.5,0.13410709394686388,metabolic_equivalents_p0.5,3.0,0.8658929060531362,7086.0,748.0,2.650107611232839e-16,1.0,2.1343707959463367e-15,True
27,0.0363175703951657,0.17721922115008737,0.4113903894249563,0.00363175703951657,2180504.0,0.13410709394686388,metabolic_equivalents_p0.9,3.0,0.8658929060531362,7086.0,748.0,3.727872440181786e-16,1.0,2.804008400658474e-15,True
28,0.003829489499529437,0.01643877873777444,0.5082193893688872,0.0003829489499529437,130768906.0,1.0,history_of_infection_diagnosis,3.0,0.0,53617.0,4799.0,2.721659189037267e-07,1.0,7.718803929564709e-07,True
29,0.00852342556024066,0.017083846170447003,0.5085419230852235,0.0008523425560240661,130851896.5,1.0,history_of_dehydration,3.0,0.0,53617.0,4799.0,2.23339320000538e-13,1.0,1.2463774954868735e-12,True
30,0.0005094404727712387,0.01865867099817109,0.5093293354990855,5.094404727712387e-05,131054504.0,1.0,history_of_peripheral_arterial_disease,3.0,0.0,53617.0,4799.0,1.706118471782039e-16,1.0,1.553465766412067e-15,True
31,0.003131410668535395,0.0013125321494591446,0.5006562660747296,0.0003131410668535395,128822854.0,1.0,history_of_drug_related_disorder,3.0,0.0,53617.0,4799.0,0.03510119007493336,1.0,0.05060421569136227,False
32,0.0,0.008750606855443044,0.5043753034277215,0.0,129779792.0,1.0,history_of_copd,3.0,0.0,53617.0,4799.0,0.0002502959292629375,1.0,0.000509425832499861,True
33,0.0,0.006243677251164037,0.503121838625582,0.0,129457265.5,1.0,history_of_alcohol_related_disorders,3.0,0.0,53617.0,4799.0,1.1955790190323591e-05,1.0,2.8727106985083073e-05,True
34,0.01249403421896833,0.013416198594973228,0.5067080992974866,0.001249403421896833,130380039.0,1.0,history_of_obesity,3.0,0.0,53617.0,4799.0,0.001734786146546465,1.0,0.0029714653797281035,True
35,0.006377969160900054,0.002659532720366453,0.5013297663601832,0.0006377969160900054,128996151.0,1.0,history_of_liver_cirrhosis,3.0,0.0,53617.0,4799.0,0.009391116929768588,1.0,0.014505921686160408,True
36,0.02684998631746538,0.13350113198780944,0.5667505659939047,0.002684998631746538,145829445.0,1.0,number_of_previous_diagnosis,3.0,0.0,53617.0,4799.0,2.695951389526443e-83,1.0,9.327991807761494e-82,True
37,0.06031292027479873,0.12089909002162602,0.560449545010813,0.006031292027479873,144208142.0,1.0,history_of_psychiatric_disorder,3.0,0.0,53617.0,4799.0,1.7796131514928955e-149,1.0,7.696826880206773e-148,True
38,0.0,0.0003784725171158687,0.5001892362585579,0.0,128702683.5,1.0,history_of_chronical_pain,3.0,0.0,53617.0,4799.0,0.855298026636237,1.0,0.8703915212239354,False
39,0.0,0.00047907957834336656,0.5002395397891717,0.0,128715627.0,1.0,history_of_dissociative__disorder,3.0,0.0,53617.0,4799.0,0.10900383612871277,1.0,0.1407288332109501,False
40,0.003471716685727877,0.00011511885350246054,0.5000575594267512,0.0003471716685727877,128668802.0,1.0,history_of_nutritional_deficiency,3.0,0.0,53617.0,4799.0,0.45092215242078737,1.0,0.5098662246326551,False
41,0.03229382147435622,0.04269014070970356,0.5213450703548518,0.003229382147435622,134146248.5,1.0,history_of_respiratory_failure,3.0,0.0,53617.0,4799.0,1.5104635497017621e-50,1.0,2.6131019409840486e-49,True
42,0.0,0.007583981566557041,0.5037919907832785,0.0,129629701.0,1.0,history_of_cognitive_impairment,3.0,0.0,53617.0,4799.0,8.566641984355203e-10,1.0,3.2218023115075006e-09,True
43,0.011497294750884013,0.010681518575348603,0.5053407592876743,0.0011497294750884013,130028211.5,1.0,history_of_metabolic_acidosis,3.0,0.0,53617.0,4799.0,1.6102229873148482e-11,1.0,7.959102194441964e-11,True
44,0.0,0.00039233139533023653,0.5001961656976651,0.0,128704466.5,1.0,history_of_nicotine_related_disorders,3.0,0.0,53617.0,4799.0,0.7938761807202372,1.0,0.8175034480035777,False
45,0.007559689712570705,0.00710524787721023,0.4964473760613949,0.0007559689712570705,127739873.0,1.0,history_of_carcinoma,3.0,0.0,53617.0,4799.0,0.11570212385857065,1.0,0.148270129092835,False
46,0.007463226177422122,0.00011188537434536627,0.4999440573128273,0.0007463226177422122,128639597.0,1.0,history_of_hiv,3.0,0.0,53617.0,4799.0,0.9045824334469962,1.0,0.9151623449493003,False
47,0.008769681305726973,0.0020663641827234347,0.5010331820913617,0.0008769681305726973,128919837.5,1.0,history_of_peripheral_vascular_disease,3.0,0.0,53617.0,4799.0,0.0007099320413965351,1.0,0.001320626270554845,True
48,0.0,0.0008738283102549538,0.5004369141551275,0.0,128766413.0,1.0,history_of_ards,3.0,0.0,53617.0,4799.0,0.13261419537689595,1.0,0.1662482304362536,False
49,0.013371005201801012,0.03972258023568598,0.519861290117843,0.0013371005201801012,133764460.0,1.0,history_of_diabetes_mellitus,3.0,0.0,53617.0,4799.0,1.4472625689456141e-15,1.0,9.273200904725601e-15,True
50,0.008746271370021486,0.005588792789223307,0.5027943963946117,0.0008746271370021486,129373012.0,1.0,history_of_sleep_apnea,3.0,0.0,53617.0,4799.0,0.0057415450845709586,1.0,0.009283058875053981,True
51,0.07426985590837543,0.0725078553042795,0.5362539276521398,0.007426985590837543,137982416.5,1.0,history_of_unspecific_delir,3.0,0.0,53617.0,4799.0,1.4524712169515472e-255,1.0,2.512775205326177e-253,True
52,0.035328709128814584,0.0678276002031386,0.5339138001015693,0.0035328709128814584,137380283.0,1.0,history_of_hypertension,3.0,0.0,53617.0,4799.0,6.020217958280283e-22,1.0,6.509360667390556e-21,True
53,0.0014042883952014584,0.003876117594066253,0.5019380587970331,0.00014042883952014584,129152669.5,1.0,history_of_cerebral_infarction,3.0,0.0,53617.0,4799.0,2.4546107250015464e-05,1.0,5.514904615912565e-05,True
54,0.011877147762882068,0.020531994143376364,0.5102659970716882,0.0011877147762882068,131295514.5,1.0,history_of_parkinson_disease,3.0,0.0,53617.0,4799.0,1.2267623135971349e-52,1.0,2.3581097805811593e-51,True
55,0.0008397284939509753,0.004531550037450538,0.5022657750187253,8.397284939509753e-05,129236993.5,1.0,history_of_amputation,3.0,0.0,53617.0,4799.0,2.0038161160795602e-05,1.0,4.622135841090186e-05,True
56,0.0,0.008441312137602797,0.5042206560688014,0.0,129740000.0,1.0,history_of_depression,3.0,0.0,53617.0,4799.0,0.0029227968792283924,1.0,0.004909163690354485,True
57,0.008167099996394533,0.033122303088435556,0.5165611515442178,0.0008167099996394533,132915308.0,1.0,history_of_chronical_kidney_disease,3.0,0.0,53617.0,4799.0,1.027604090284813e-15,1.0,6.837519523818178e-15,True
58,0.011556193889163957,0.000892125449523995,0.500446062724762,0.0011556193889163957,128768767.0,1.0,history_of_hypercholesterolemia,3.0,0.0,53617.0,4799.0,0.6823198153374868,1.0,0.7110923376709952,False
59,0.00043591936154330213,0.0005958307169973143,0.5002979153584987,4.359193615433021e-05,128730647.5,1.0,history_of_anxiety_disorder,3.0,0.0,53617.0,4799.0,0.6436467659084415,1.0,0.6855439994779731,False
60,0.009408502049241818,0.0020036650009416235,0.5010018325004708,0.0009408502049241818,128911771.0,1.0,history_of_tia,3.0,0.0,53617.0,4799.0,5.089973688152786e-05,1.0,0.00010871178370992988,True
61,0.0,0.03578477780846767,0.5178923889042338,0.0,133257846.0,1.0,history_of_coronary_heart_disease,3.0,0.0,53617.0,4799.0,1.902683528618434e-22,1.0,2.194428336339927e-21,True
62,0.041256293989591075,0.04333382458639079,0.5216669122931954,0.0041256293989591075,134229061.0,1.0,history_of_dementia,3.0,0.0,53617.0,4799.0,3.76176367920681e-243,1.0,3.2539255825138905e-241,True
63,0.005723186895771892,0.023544119888421866,0.5117720599442109,0.0005723186895771892,131683036.5,1.0,history_of_heart_failure,3.0,0.0,53617.0,4799.0,1.7918887358047635e-20,1.0,1.8235103017307298e-19,True
64,0.004169696776961107,0.0010727727790706965,0.5005363863895353,0.0004169696776961107,128792008.0,1.0,history_of_hyperlipidemia,3.0,0.0,53617.0,4799.0,0.6213593300637588,1.0,0.6718447756314392,False
65,0.06067639795662494,0.06924149025739723,0.5346207451286986,0.006067639795662494,3555869.5,0.15601889893179952,ppeak_p0.1,3.0,0.8439811010682005,8314.0,800.0,0.0011761838774228155,1.0,0.002034798107941471,True
66,0.0016478312253620508,0.09060199663218671,0.5453009983160934,0.00016478312253620508,3626906.0,0.15601889893179952,ppeak_p0.5,3.0,0.8439811010682005,8314.0,800.0,2.1803271524710442e-05,1.0,4.963113123388035e-05,True
67,0.04403496289588249,0.10064304185710848,0.5503215209285542,0.004403496289588249,3660298.5,0.15601889893179952,ppeak_p0.9,3.0,0.8439811010682005,8314.0,800.0,2.414142215798587e-06,1.0,6.327978838381145e-06,True
68,0.02213285808607912,0.03791392472805888,0.48104303763597056,0.002213285808607912,14007929.0,0.31422897836209257,fio2_set_p0.1,3.0,0.6857710216379074,16602.0,1754.0,5.5982912520972735e-06,1.0,1.4455289352430274e-05,True
69,0.01844744987401503,0.04111379747490962,0.4794431012625452,0.0018447449874015032,13961339.0,0.31422897836209257,fio2_set_p0.5,3.0,0.6857710216379074,16602.0,1754.0,2.3246897533259525e-07,1.0,6.702855455423163e-07,True
70,0.02450465061807794,0.011152645125115046,0.4944236774374425,0.002450465061807794,14397572.0,0.31422897836209257,fio2_set_p0.9,3.0,0.6857710216379074,16602.0,1754.0,0.07221771044534607,1.0,0.09610510697726823,False
71,0.0,0.05845377941803154,0.47077311029098423,0.0,11710104.5,0.29966105176663926,fio2_meas_p0.1,3.0,0.7003389482333607,15945.0,1560.0,0.0001348166932594086,1.0,0.0002810034690828637,True
72,0.0,0.055410505664503784,0.4722947471677481,0.0,11747954.0,0.29966105176663926,fio2_meas_p0.5,3.0,0.7003389482333607,15945.0,1560.0,0.00029520786725288053,1.0,0.0005938483841249806,True
73,0.0,0.028503750874399936,0.48574812456280003,0.0,12082596.0,0.29966105176663926,fio2_meas_p0.9,3.0,0.7003389482333607,15945.0,1560.0,0.06264112296994508,1.0,0.0846633927640664,False
74,0.052143905264983026,0.06736354118785348,0.5336817705939267,0.005214390526498303,1250434.0,0.07521911804984936,endotracheal_tube_access_time,3.0,0.9247808819501506,3773.0,621.0,0.007058574697022437,1.0,0.011101212932589833,True
75,0.0,0.06912533476590488,0.5345626673829524,0.0,4979300.5,0.17993357984113942,preoxygination_ventilation_therapy_time,3.0,0.8200664201588606,9534.0,977.0,0.0003651314154592388,1.0,0.0007178151690278217,True
76,0.02525015163456157,0.06928840296452332,0.5346442014822617,0.002525015163456157,27986171.0,0.415006162695152,inr_in_blood_p0.1,3.0,0.584993837304848,21847.0,2396.0,2.3841301001883204e-08,1.0,7.365259059510347e-08,True
77,0.018629538750691843,0.07680147784489688,0.5384007389224484,0.0018629538750691843,28182808.5,0.415006162695152,inr_in_blood_p0.5,3.0,0.584993837304848,21847.0,2396.0,6.134381704515799e-10,1.0,2.3583289664027406e-09,True
78,0.0,0.08071490582593954,0.5403574529129698,0.0,28285233.5,0.415006162695152,inr_in_blood_p0.9,3.0,0.584993837304848,21847.0,2396.0,7.946915568849036e-11,1.0,3.5251702395150853e-10,True
79,0.0,0.00456366283512577,0.4977181685824371,0.0,4950066.0,0.18150849082443166,ast_in_blood_p0.1,3.0,0.8184915091755683,9563.0,1040.0,0.8086167926124748,1.0,0.8277556516092197,False
80,0.0,0.009181520926004882,0.5045907604630024,0.0,5018417.5,0.18150849082443166,ast_in_blood_p0.5,3.0,0.8184915091755683,9563.0,1040.0,0.6260118855911809,1.0,0.6726711565669211,False
81,0.0,0.016018468617025494,0.5080092343085127,0.0,5052416.0,0.18150849082443166,ast_in_blood_p0.9,3.0,0.8184915091755683,9563.0,1040.0,0.39524241748167854,1.0,0.4528274054591417,False
82,0.0,0.05656621621557956,0.5282831081077898,0.0,26911236.0,0.4097678718159408,aptt_in_blood_p0.1,3.0,0.5902321281840592,21576.0,2361.0,6.190323727201268e-06,1.0,1.5748911835379696e-05,True
83,0.0,0.07406703324022157,0.5370335166201108,0.0,27356990.0,0.4097678718159408,aptt_in_blood_p0.5,3.0,0.5902321281840592,21576.0,2361.0,3.255596441595363e-09,1.0,1.1494248661142812e-08,True
84,0.010641921975049762,0.08152633866012993,0.540763169330065,0.0010641921975049762,27546982.0,0.4097678718159408,aptt_in_blood_p0.9,3.0,0.5902321281840592,21576.0,2361.0,7.31006598292721e-11,1.0,3.328003723806335e-10,True
85,0.007285033761459392,0.015187598422911952,0.507593799211456,0.0007285033761459392,2099010.0,0.10390988770199945,po2_in_blood_p0.1,3.0,0.8960901122980005,5288.0,782.0,0.49237598384002335,1.0,0.5531236701579483,False
86,0.0,0.03347999233897325,0.5167399961694866,0.0,2136831.5,0.10390988770199945,po2_in_blood_p0.5,3.0,0.8960901122980005,5288.0,782.0,0.13017023038828507,1.0,0.16437554640272495,False
87,0.0034312084084686667,0.043610055677865356,0.5218050278389327,0.00034312084084686667,2157776.5,0.10390988770199945,po2_in_blood_p0.9,3.0,0.8960901122980005,5288.0,782.0,0.048683472368672424,1.0,0.06737792575824263,False
88,0.06835376375410762,0.013415900735294084,0.506707950367647,0.006835376375410762,2205193.0,0.10682004930156122,pco2_in_blood_p0.1,3.0,0.8931799506984388,5440.0,800.0,0.5394729812235382,1.0,0.6021214564624006,False
89,0.0025528048675149684,0.03381686580882359,0.5169084329044118,0.00025528048675149684,2249585.5,0.10682004930156122,pco2_in_blood_p0.5,3.0,0.8931799506984388,5440.0,800.0,0.121930337182003,1.0,0.1551025612682832,False
90,0.033679735589446924,0.058702435661764696,0.5293512178308823,0.0033679735589446924,2303736.5,0.10682004930156122,pco2_in_blood_p0.9,3.0,0.8931799506984388,5440.0,800.0,0.007254272590339043,1.0,0.011306208631789681,True
91,0.003642695368502036,0.0991182083645118,0.4504408958177441,0.0003642695368502036,23683771.5,0.41459531635168445,sodium_in_blood_p0.1,3.0,0.5854046836483155,21808.0,2411.0,9.891445412696705e-16,1.0,6.837519523818178e-15,True
92,0.0035323920895868888,0.07228240626767812,0.46385879686616094,0.0003532392089586889,24389272.5,0.41459531635168445,sodium_in_blood_p0.5,3.0,0.5854046836483155,21808.0,2411.0,4.5561757738220135e-09,1.0,1.5764368177424166e-08,True
93,0.011548509807353113,0.04639237941898122,0.4768038102905094,0.0011548509807353113,25069909.5,0.41459531635168445,sodium_in_blood_p0.9,3.0,0.5854046836483155,21808.0,2411.0,0.00017104921160187222,1.0,0.00035227992389433207,True
94,0.0014008017424838037,0.0843163877774904,0.5421581938887452,0.00014008017424838037,15199810.5,0.30532730758696247,crp_in_blood_p0.1,3.0,0.6946726924130375,16094.0,1742.0,7.03395369919421e-09,1.0,2.340142288385766e-08,True
95,0.014082826524075553,0.08661559520366646,0.5433077976018332,0.0014082826524075553,15232040.5,0.30532730758696247,crp_in_blood_p0.5,3.0,0.6946726924130375,16094.0,1742.0,2.7142724866948345e-09,1.0,9.782690420795967e-09,True
96,0.014272831686970022,0.08665408178158818,0.5433270408907941,0.0014272831686970022,15232580.0,0.30532730758696247,crp_in_blood_p0.9,3.0,0.6946726924130375,16094.0,1742.0,2.6710415514275264e-09,1.0,9.782690420795967e-09,True
97,0.03903559434093262,0.13918827354170282,0.4304058632291486,0.0039035594340932622,1547374.5,0.11002122706107915,calcium_in_blood_p0.1,3.0,0.8899787729389208,5808.0,619.0,1.1792885610669308e-08,1.0,3.8493758691430006e-08,True
98,0.0,0.1380064041798511,0.43099679791007445,0.0,1549499.0,0.11002122706107915,calcium_in_blood_p0.5,3.0,0.8899787729389208,5808.0,619.0,1.5637194344347294e-08,1.0,5.009693743652003e-08,True
99,0.029502040934901164,0.1368676484332234,0.4315661757833883,0.0029502040934901164,1551546.0,0.11002122706107915,calcium_in_blood_p0.9,3.0,0.8899787729389208,5808.0,619.0,2.050681771807849e-08,1.0,6.45032630041378e-08,True
100,0.0,0.007776814216188255,0.5038884071080941,0.0,19411668.0,0.3586175020542317,potassium_in_blood_p0.1,3.0,0.6413824979457683,18912.0,2037.0,0.5628391277462443,1.0,0.6201985293000017,False
101,0.03845713003073126,0.01710833194198358,0.5085541659709918,0.0038457130030731257,19591410.5,0.3586175020542317,potassium_in_blood_p0.5,3.0,0.6413824979457683,18912.0,2037.0,0.20279535387512426,1.0,0.25059711585997496,False
102,0.0,0.03644523751377848,0.5182226187568892,0.0,19963875.5,0.3586175020542317,potassium_in_blood_p0.9,3.0,0.6413824979457683,18912.0,2037.0,0.00669019373279478,1.0,0.010716699220124972,True
103,0.0,0.042036982047107374,0.5210184910235537,0.0,14127977.0,0.2991817310325938,creatinine_in_blood_p0.1,3.0,0.7008182689674062,15756.0,1721.0,0.004130073643093349,1.0,0.006870218656299513,True
104,0.018782858571273486,0.051740450941353044,0.5258702254706765,0.0018782858571273486,14259537.0,0.2991817310325938,creatinine_in_blood_p0.5,3.0,0.7008182689674062,15756.0,1721.0,0.0004153482542373563,1.0,0.0007983916442562516,True
105,0.023114308766425395,0.05966586020779707,0.5298329301038985,0.0023114308766425395,14366990.0,0.2991817310325938,creatinine_in_blood_p0.9,3.0,0.7008182689674062,15756.0,1721.0,4.684857885393733e-05,1.0,0.00010131005177163947,True
106,0.0,0.08821446378007469,0.45589276810996265,0.0,1017699.0,0.08405231443440153,albumin_in_blood_p0.1,3.0,0.9159476855655985,4403.0,507.0,0.001123591831507304,1.0,0.001963448352027915,True
107,0.036377665266196235,0.09087537141835789,0.45456231429082106,0.0036377665266196235,1014729.0,0.08405231443440153,albumin_in_blood_p0.5,3.0,0.9159476855655985,4403.0,507.0,0.0007911771965255024,1.0,0.0014561027127543821,True
108,0.0,0.09595349414353938,0.4520232529282303,0.0,1009061.0,0.08405231443440153,albumin_in_blood_p0.9,3.0,0.9159476855655985,4403.0,507.0,0.00039501860455334875,1.0,0.0007678451526711161,True
109,0.008880214991193736,0.05344164362490478,0.4732791781875476,0.0008880214991193736,28149468.0,0.4494830183511367,thrombocytes_in_blood_p0.1,3.0,0.5505169816488633,23753.0,2504.0,1.0557455443188563e-05,1.0,2.5724504108051004e-05,True
110,0.004712641376838356,0.04026140165378811,0.47986929917310595,0.00047126413768383557,28541432.0,0.4494830183511367,thrombocytes_in_blood_p0.5,3.0,0.5505169816488633,23753.0,2504.0,0.0009036340831170354,1.0,0.0016284239206171577,True
111,0.0,0.02375218721321093,0.48812390639339454,0.0,29032395.5,0.4494830183511367,thrombocytes_in_blood_p0.9,3.0,0.5505169816488633,23753.0,2504.0,0.05023045292740594,1.0,0.06896720917810498,False
112,0.0,0.0221469362769795,0.5110734681384898,0.0,1623038.5,0.10483429197480143,bilirubin_total_in_blood_p0.1,3.0,0.8951657080251986,5552.0,572.0,0.38235475428964383,1.0,0.44098248328072254,False
113,0.0,0.03152237711855865,0.5157611885592793,0.0,1637925.5,0.10483429197480143,bilirubin_total_in_blood_p0.5,3.0,0.8951657080251986,5552.0,572.0,0.21372103393481134,1.0,0.2622250983739175,False
114,0.0,0.0474024354607927,0.5237012177303964,0.0,1663141.0,0.10483429197480143,bilirubin_total_in_blood_p0.9,3.0,0.8951657080251986,5552.0,572.0,0.061523623175926495,1.0,0.08380777015303373,False
115,0.05888972753127275,0.0024503669117423854,0.4987748165441288,0.005888972753127275,1279318.5,0.08495960010955902,ph_in_blood_p0.1,3.0,0.915040399890441,4377.0,586.0,0.9231549338955222,1.0,0.928522113743752,False
116,0.0214432508744844,0.026632778696584092,0.513316389348292,0.00214432508744844,1316616.5,0.08495960010955902,ph_in_blood_p0.5,3.0,0.915040399890441,4377.0,586.0,0.29437326293049015,1.0,0.34643928222431836,False
117,0.027977798001634913,0.030703467785764937,0.5153517338928825,0.0027977798001634913,1321837.0,0.08495960010955902,ph_in_blood_p0.9,3.0,0.915040399890441,4377.0,586.0,0.2267244044611012,1.0,0.2762205772659895,False
118,0.02523783839869287,0.005459836869222134,0.49727008156538893,0.002523783839869287,29604392.5,0.4497226787181594,wbc_in_blood_p0.1,3.0,0.5502773212818406,23766.0,2505.0,0.6525893955093838,1.0,0.6884022281897768,False
119,0.017147190461312967,0.013812213996647005,0.5069061069983235,0.0017147190461312967,30178062.0,0.4497226787181594,wbc_in_blood_p0.5,3.0,0.5502773212818406,23766.0,2505.0,0.25477395964542493,1.0,0.3060826042962397,False
120,0.02893706413578334,0.029371669855609905,0.514685834927805,0.002893706413578334,30641219.0,0.4497226787181594,wbc_in_blood_p0.9,3.0,0.5502773212818406,23766.0,2505.0,0.01544710009503455,1.0,0.023441651898605063,True
121,0.002388568069020547,0.0899697133364904,0.4550151433317548,0.00023885680690205469,27080815.5,0.44960284853464805,hematocrit_concentration_in_blood_p0.1,3.0,0.550397151465352,23759.0,2505.0,1.188379659296772e-13,1.0,6.852989368611386e-13,True
122,0.0,0.08762474209794147,0.45618762895102927,0.0,27150597.5,0.44960284853464805,hematocrit_concentration_in_blood_p0.5,3.0,0.550397151465352,23759.0,2505.0,5.020519275346309e-13,1.0,2.7142182332340986e-12,True
123,0.0,0.07778126981862699,0.4611093650906865,0.0,27443521.0,0.44960284853464805,hematocrit_concentration_in_blood_p0.9,3.0,0.550397151465352,23759.0,2505.0,1.4256367003066807e-10,1.0,5.872265456025138e-10,True
124,0.0,0.07341698940321306,0.46329150529839347,0.0,7617772.5,0.22694124897288415,alt_in_blood_p0.1,3.0,0.7730587510271159,11872.0,1385.0,7.4598617425939936e-06,1.0,1.8703711325634216e-05,True
125,0.0035020709419919527,0.07158183074333202,0.464209084628334,0.00035020709419919527,7632860.0,0.22694124897288415,alt_in_blood_p0.5,3.0,0.7730587510271159,11872.0,1385.0,1.251482580729603e-05,1.0,2.9658422803591962e-05,True
